Time,Price,BuySell,Volume
09:25:03,31.72,B,100
09:25:03,31.72,B,1500
09:25:03,31.72,B,300
09:25:03,31.72,S,1000
09:25:03,31.72,S,100
09:25:03,31.72,S,600
09:25:03,31.72,S,400
09:25:03,31.72,S,200
09:25:03,31.72,S,1200
09:25:03,31.72,S,1900
09:25:03,31.72,S,2700
09:25:03,31.72,S,800
09:25:03,31.72,S,100
09:25:03,31.72,S,700
09:25:03,31.72,S,2200
09:25:03,31.72,S,1000
09:25:03,31.72,S,800
09:25:03,31.72,S,1000
09:25:03,31.72,B,400
09:25:03,31.72,S,300
09:25:03,31.72,S,14394
09:25:03,31.72,S,6906
09:25:03,31.72,S,1000
09:25:03,31.72,S,300
09:25:03,31.72,S,1000
09:25:03,31.72,S,100
09:25:03,31.72,S,1500
09:25:03,31.72,S,2500
09:25:03,31.72,S,400
09:25:03,31.72,S,100
09:25:03,31.72,B,25394
09:25:03,31.72,B,200
09:25:03,31.72,B,500
09:25:03,31.72,B,10500
09:25:03,31.72,B,900
09:25:03,31.72,B,1000
09:25:03,31.72,B,100
09:25:03,31.72,B,700
09:25:03,31.72,B,600
09:25:03,31.72,B,200
09:25:03,31.72,B,2500
09:25:03,31.72,B,10000
09:25:03,31.72,B,7000
09:25:03,31.72,B,500
09:25:03,31.72,B,2500
09:25:03,31.72,B,2400
09:25:03,31.72,B,4000
09:25:03,31.72,B,2800
09:25:03,31.72,B,500
09:25:03,31.72,B,1000
09:25:03,31.72,B,100
09:25:03,31.72,B,1000
09:25:03,31.72,B,2300
09:25:03,31.72,B,4600
09:25:03,31.72,B,100
09:25:03,31.72,B,100
09:25:03,31.72,B,500
09:25:03,31.72,B,500
09:25:03,31.72,B,2000
09:25:03,31.72,B,300
09:25:03,31.72,B,2400
09:25:03,31.72,B,3600
09:25:03,31.72,B,7600
09:25:03,31.72,B,300
09:25:03,31.72,B,900
09:25:03,31.72,B,500
09:25:03,31.72,B,1700
09:25:03,31.72,B,1300
09:25:03,31.72,B,1600
09:25:03,31.72,B,1300
09:25:03,31.72,B,200
09:25:03,31.72,B,100
09:25:03,31.72,B,700
09:25:03,31.72,B,400
09:25:03,31.72,B,3600
09:25:03,31.72,B,300
09:25:03,31.72,B,500
09:25:03,31.72,B,5000
09:25:03,31.72,B,3500
09:25:03,31.72,B,5000
09:25:03,31.72,B,1000
09:25:03,31.72,B,5000
09:25:03,31.72,B,200
09:25:03,31.72,B,700
09:25:03,31.72,B,3900
09:25:03,31.72,B,1500
09:25:03,31.72,B,20000
09:25:03,31.72,B,800
